"id";"listing_url";"scrape_id";"last_scraped";"name";"picture_url";"host_id";"host_url";"host_since";"host_response_rate";"host_acceptance_rate";"host_is_superhost";"host_listings_count";"host_total_listings_count";"host_verifications";"host_has_profile_pic";"host_identity_verified";"neighbourhood_cleansed";"latitude";"longitude";"property_type";"room_type";"accommodates";"bathrooms_text";"bedrooms";"beds";"amenities";"price";"minimum_nights";"maximum_nights";"minimum_minimum_nights";"maximum_minimum_nights";"minimum_maximum_nights";"maximum_maximum_nights";"minimum_nights_avg_ntm";"maximum_nights_avg_ntm";"has_availability";"availability_30";"availability_60";"availability_90";"availability_365";"calendar_last_scraped";"number_of_reviews";"number_of_reviews_ltm";"number_of_reviews_l30d";"first_review";"last_review";"review_scores_rating";"review_scores_accuracy";"review_scores_cleanliness";"review_scores_checkin";"review_scores_communication";"review_scores_location";"review_scores_value";"instant_bookable";"calculated_host_listings_count";"calculated_host_listings_count_entire_homes";"calculated_host_listings_count_private_rooms";"calculated_host_listings_count_shared_rooms";"reviews_per_month";"Dataset"
46062311;"https://www.airbnb.com/rooms/46062311";20210420194355;"2021-04-21";"Pvt. Bedroom | Co-Live by Thatch | 33 #1A";"https://a0.muscache.com/pictures/miso/Hosting-46062311/original/979e360b-14e3-4bf2-8b4e-5900c50512d1.jpeg";814298;"https://www.airbnb.com/users/show/814298";"2011-07-13";97.0;94.0;False;95.0;95.0;"['email', 'phone', 'reviews', 'kba']";True;True;"Roxbury";42.329247;-71.092819;"Private room in house";"Private room";1;"1.5 shared baths";1.0;0.0;"[""Lock on bedroom door"", ""Dedicated workspace"", ""Smart lock"", ""Washer"", ""Air conditioning"", ""Kitchen"", ""Fire extinguisher"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Heating"", ""Wifi"", ""Smoke alarm"", ""Long term stays allowed"", ""Hangers"", ""TV"", ""Dryer""]";42.0;30;1125;30.0;30.0;1125.0;1125.0;30.0;1125.0;True;10;10;10;89;"2021-04-21";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;96;59;37;0;0.0;"Boston"
46067677;"https://www.airbnb.com/rooms/46067677";20210420194355;"2021-04-20";"(6-3) Beautiful South End Apt!";"https://a0.muscache.com/pictures/cfb7b8e7-f460-457a-821f-f471bb7e18bf.jpg";342883725;"https://www.airbnb.com/users/show/342883725";"2020-03-31";100.0;100.0;False;1.0;1.0;"['email', 'phone', 'offline_government_id', 'government_id']";True;True;"South End";42.33558;-71.07516;"Entire apartment";"Entire home/apt";3;"2 baths";2.0;2.0;"[""Patio or balcony"", ""Dishwasher"", ""Dryer"", ""Single level home"", ""Long term stays allowed"", ""Air conditioning"", ""Hair dryer"", ""TV"", ""Dedicated workspace"", ""Bathtub"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Keypad"", ""Essentials"", ""Wifi"", ""Luggage dropoff allowed"", ""Pack \u2019n Play/travel crib"", ""Hot water"", ""Coffee maker"", ""Refrigerator"", ""Dishes and silverware"", ""Baking sheet"", ""Hangers"", ""Washer"", ""Iron"", ""Heating"", ""Cooking basics"", ""Kitchen"", ""Security cameras on property"", ""Stove"", ""Paid parking on premises"", ""Microwave"", ""Bed linens"", ""Carbon monoxide alarm""]";100.0;29;1125;29.0;29.0;1125.0;1125.0;29.0;1125.0;True;0;0;0;0;"2021-04-20";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;2;2;0;0;0.0;"Boston"
46074212;"https://www.airbnb.com/rooms/46074212";20210420194355;"2021-04-22";"Boston 2 Bedroom, Across from Fenway Park";"https://a0.muscache.com/pictures/a335d79a-7b57-4507-85dd-f1cffdbafee3.jpg";22541573;"https://www.airbnb.com/users/show/22541573";"1900-01-01";0.0;0.0;False;0.0;0.0;"None";False;False;"Fenway";42.34396;-71.09628;"Entire apartment";"Entire home/apt";5;"2 baths";2.0;2.0;"[""Washer"", ""Dishwasher"", ""Refrigerator"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Essentials"", ""Coffee maker"", ""Stove"", ""Oven"", ""Hangers"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Gym"", ""Smoke alarm""]";295.0;32;270;32.0;32.0;1125.0;1125.0;32.0;1125.0;True;0;17;47;316;"2021-04-22";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;17;17;0;0;0.0;"Boston"
46074725;"https://www.airbnb.com/rooms/46074725";20210420194355;"2021-04-21";"2 Bed with 24-hr Concierge";"https://a0.muscache.com/pictures/d7e5d49f-9c66-4164-86a3-268ea652ff30.jpg";22541573;"https://www.airbnb.com/users/show/22541573";"1900-01-01";0.0;0.0;False;0.0;0.0;"None";False;False;"Fenway";42.34558;-71.096;"Entire apartment";"Entire home/apt";5;"2 baths";2.0;2.0;"[""Washer"", ""Dishwasher"", ""Refrigerator"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Essentials"", ""Coffee maker"", ""Stove"", ""Oven"", ""Hangers"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Gym"", ""Smoke alarm""]";265.0;32;270;32.0;32.0;1125.0;1125.0;32.0;1125.0;True;29;59;89;359;"2021-04-21";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;17;17;0;0;0.0;"Boston"
46074729;"https://www.airbnb.com/rooms/46074729";20210420194355;"2021-04-21";"1 Block from Fenway Park! 1 Bedroom with Luxury Amenities";"https://a0.muscache.com/pictures/e7ce266e-4b37-4679-979d-418b222fe877.jpg";22541573;"https://www.airbnb.com/users/show/22541573";"1900-01-01";0.0;0.0;False;0.0;0.0;"None";False;False;"Fenway";42.34475;-71.09832;"Entire apartment";"Entire home/apt";3;"1 bath";1.0;1.0;"[""Washer"", ""Dishwasher"", ""Refrigerator"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Essentials"", ""Coffee maker"", ""Stove"", ""Oven"", ""Hangers"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Gym"", ""Smoke alarm""]";190.0;32;270;32.0;32.0;1125.0;1125.0;32.0;1125.0;True;16;46;76;346;"2021-04-21";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;17;17;0;0;0.0;"Boston"
46078424;"https://www.airbnb.com/rooms/46078424";20210420194355;"2021-04-21";"A place that speaks on your behalf";"https://a0.muscache.com/pictures/miso/Hosting-46078424/original/b67a20d2-959a-4835-af63-92704b30bfa0.jpeg";191639793;"https://www.airbnb.com/users/show/191639793";"2018-05-26";0.0;0.0;False;0.0;0.0;"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']";True;True;"Roxbury";42.3215;-71.07651;"Private room in house";"Private room";2;"1 shared bath";1.0;1.0;"[""Lock on bedroom door"", ""Shampoo"", ""Air conditioning"", ""Essentials"", ""Kitchen"", ""Carbon monoxide alarm"", ""Heating"", ""Wifi"", ""Smoke alarm"", ""Long term stays allowed"", ""TV""]";50.0;91;95;91.0;91.0;1125.0;1125.0;91.0;1125.0;True;30;60;90;365;"2021-04-21";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;1;0;1;0;0.0;"Boston"
46085675;"https://www.airbnb.com/rooms/46085675";20210420194355;"2021-04-22";"1 Bedroom in Fenway Cultural District with Floor-to-Ceiling Windows";"https://a0.muscache.com/pictures/59b6e01f-6924-472f-a1db-03f7901b8ba5.jpg";22541573;"https://www.airbnb.com/users/show/22541573";"1900-01-01";0.0;0.0;False;0.0;0.0;"None";False;False;"Fenway";42.34485;-71.09832;"Entire apartment";"Entire home/apt";3;"1 bath";1.0;1.0;"[""Washer"", ""Dishwasher"", ""Refrigerator"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Essentials"", ""Coffee maker"", ""Stove"", ""Oven"", ""Hangers"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Gym"", ""Smoke alarm""]";195.0;32;270;32.0;32.0;1125.0;1125.0;32.0;1125.0;True;0;0;0;261;"2021-04-22";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;17;17;0;0;0.0;"Boston"
46107420;"https://www.airbnb.com/rooms/46107420";20210420194355;"2021-04-21";"Chic & Comfort Boston Studio near Subway202";"https://a0.muscache.com/pictures/miso/Hosting-46107420/original/711edd91-464e-4a79-99a0-9c2a17a9becf.png";18110188;"https://www.airbnb.com/users/show/18110188";"2014-07-14";98.0;99.0;True;32.0;32.0;"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']";True;True;"Allston";42.35256;-71.12396;"Entire apartment";"Entire home/apt";2;"1 bath";1.0;1.0;"[""Dishwasher"", ""Refrigerator"", ""Toaster"", ""Paid dryer\u2013In building"", ""Iron"", ""Carbon monoxide alarm"", ""Heating"", ""Wifi"", ""Free parking on premises"", ""Microwave"", ""Keypad"", ""Shampoo"", ""Keurig coffee machine"", ""Hot water"", ""Long term stays allowed"", ""Conditioner"", ""Hair dryer"", ""TV"", ""Essentials"", ""Coffee maker"", ""Stove"", ""Oven"", ""Paid washer\u2013In building"", ""Hangers"", ""Shower gel"", ""Cooking basics"", ""Dedicated workspace"", ""Bed linens"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm"", ""Window AC unit""]";130.0;29;365;29.0;29.0;365.0;365.0;29.0;365.0;True;19;49;79;121;"2021-04-21";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;20;20;0;0;0.0;"Boston"
46117175;"https://www.airbnb.com/rooms/46117175";20210420194355;"2021-04-21";"Contemporary 1 Bedroom in Fenway Cultural District";"https://a0.muscache.com/pictures/aeccacda-4f15-4666-83aa-c11184cf97a5.jpg";22541573;"https://www.airbnb.com/users/show/22541573";"1900-01-01";0.0;0.0;False;0.0;0.0;"None";False;False;"Fenway";42.3437;-71.09667;"Entire apartment";"Entire home/apt";3;"1 bath";1.0;1.0;"[""Washer"", ""Dishwasher"", ""Refrigerator"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Essentials"", ""Coffee maker"", ""Stove"", ""Oven"", ""Hangers"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Gym"", ""Smoke alarm""]";195.0;32;270;32.0;32.0;1125.0;1125.0;32.0;1125.0;True;0;0;17;287;"2021-04-21";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;17;17;0;0;0.0;"Boston"
46135134;"https://www.airbnb.com/rooms/46135134";20210420194355;"2021-04-21";"Amazing Studio in the Heart of the North End";"https://a0.muscache.com/pictures/miso/Hosting-46135134/original/08a8a1de-1d70-43ea-9fcd-228b72a9a1a0.jpeg";130680380;"https://www.airbnb.com/users/show/130680380";"2017-05-17";100.0;80.0;False;2.0;2.0;"['email', 'phone', 'reviews']";True;True;"North End";42.36553;-71.05723;"Entire apartment";"Entire home/apt";4;"1 bath";0.0;1.0;"[""Washer"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Paid parking off premises"", ""Shampoo"", ""Hot water"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Essentials"", ""Hangers"", ""Shower gel"", ""Cooking basics"", ""Dedicated workspace"", ""Bed linens"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm"", ""Window AC unit""]";57.0;9;1125;9.0;9.0;1125.0;1125.0;9.0;1125.0;True;0;20;31;31;"2021-04-21";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;4;4;0;0;0.0;"Boston"
46190639;"https://www.airbnb.com/rooms/46190639";20210420194355;"2021-04-21";"Condo in the heart of the North End";"https://a0.muscache.com/pictures/fa1745b3-1f92-4383-a93c-c33bb4331fb2.jpg";46738058;"https://www.airbnb.com/users/show/46738058";"2015-10-16";83.0;75.0;False;0.0;0.0;"['email', 'phone', 'facebook']";True;False;"North End";42.36634;-71.05664;"Entire condominium";"Entire home/apt";4;"1 bath";1.0;2.0;"[""Fire extinguisher"", ""Refrigerator"", ""Toaster"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Lockbox"", ""Shampoo"", ""Hot water"", ""First aid kit"", ""Hair dryer"", ""TV"", ""Wine glasses"", ""Essentials"", ""Coffee maker"", ""Stove"", ""Oven"", ""Hangers"", ""Kitchen"", ""Smoke alarm"", ""Dining table""]";135.0;2;7;2.0;2.0;7.0;7.0;2.0;7.0;True;4;4;4;4;"2021-04-21";1;1;1;"2021-04-18";"2021-04-18";100.0;10.0;10.0;10.0;10.0;10.0;10.0;False;1;1;0;0;1.0;"Boston"
46195702;"https://www.airbnb.com/rooms/46195702";20210420194355;"2021-04-21";"Entire apartment for you | Studio in Boston";"https://a0.muscache.com/pictures/a4re/floorplan-16994-production/28980867.JPG";359229620;"https://www.airbnb.com/users/show/359229620";"2020-07-29";98.0;86.0;False;1185.0;1185.0;"['email', 'phone']";True;True;"South Boston Waterfront";42.35124;-71.0445;"Entire serviced apartment";"Entire home/apt";1;"1 bath";0.0;1.0;"[""Washer"", ""Refrigerator"", ""Indoor fireplace"", ""Iron"", ""Wifi"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Microwave"", ""Lockbox"", ""Shampoo"", ""Hot water"", ""EV charger"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Private entrance"", ""Essentials"", ""Coffee maker"", ""Stove"", ""Oven"", ""Elevator"", ""Hangers"", ""Shower gel"", ""BBQ grill"", ""Cooking basics"", ""Dryer"", ""Baking sheet"", ""Dedicated workspace"", ""Bed linens"", ""Kitchen"", ""Dishes and silverware"", ""Gym"", ""Smoke alarm""]";167.0;91;365;91.0;91.0;365.0;365.0;91.0;365.0;True;0;24;54;329;"2021-04-21";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;152;152;0;0;0.0;"Boston"
46213014;"https://www.airbnb.com/rooms/46213014";20210420194355;"2021-04-21";"Boston Two Bedroom steps from Fenway Park";"https://a0.muscache.com/pictures/097e670f-2d77-4536-866a-6920bf93ff97.jpg";22541573;"https://www.airbnb.com/users/show/22541573";"1900-01-01";0.0;0.0;False;0.0;0.0;"None";False;False;"Fenway";42.34355;-71.09769;"Entire apartment";"Entire home/apt";5;"2 baths";2.0;2.0;"[""Washer"", ""Dishwasher"", ""Refrigerator"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Essentials"", ""Coffee maker"", ""Stove"", ""Oven"", ""Hangers"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Gym"", ""Smoke alarm""]";285.0;32;270;32.0;32.0;1125.0;1125.0;32.0;1125.0;True;0;0;0;260;"2021-04-21";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;17;17;0;0;0.0;"Boston"
46224185;"https://www.airbnb.com/rooms/46224185";20210420194355;"2021-04-21";"Apartment in the Heart of Boston";"https://a0.muscache.com/pictures/181ec818-ab7b-448e-a47f-bfc534e89812.jpg";142450912;"https://www.airbnb.com/users/show/142450912";"2017-07-25";86.0;0.0;False;0.0;0.0;"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']";True;True;"Beacon Hill";42.35977;-71.06829;"Entire apartment";"Entire home/apt";2;"1 bath";2.0;2.0;"[""Dedicated workspace"", ""Air conditioning"", ""Essentials"", ""Kitchen"", ""Carbon monoxide alarm"", ""Iron"", ""Heating"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Hangers"", ""Hair dryer"", ""TV""]";99.0;91;1125;91.0;91.0;1125.0;1125.0;91.0;1125.0;True;0;0;0;234;"2021-04-21";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1;1;0;0;0.0;"Boston"
46231756;"https://www.airbnb.com/rooms/46231756";20210420194355;"2021-04-22";"Luna code East Boston - closer than you think";"https://a0.muscache.com/pictures/e6a7cba2-20e1-453c-ba52-818e1ccf198a.jpg";87914201;"https://www.airbnb.com/users/show/87914201";"2016-08-04";100.0;99.0;True;3.0;3.0;"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']";True;True;"East Boston";42.36847;-71.03898;"Entire apartment";"Entire home/apt";4;"1 bath";2.0;3.0;"[""Dishwasher"", ""Fire extinguisher"", ""Refrigerator"", ""Stainless steel gas stove"", ""Freezer"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Extra pillows and blankets"", ""Microwave"", ""Smart lock"", ""Body soap"", ""Shampoo"", ""Air conditioning"", ""Stainless steel oven"", ""Hot water"", ""bose sound system with Bluetooth and aux"", ""75\"" TV"", ""Laundromat nearby"", ""First aid kit"", ""Conditioner"", ""Long term stays allowed"", ""Hair dryer"", ""Private entrance"", ""Washer \u2013\u00a0In building"", ""Essentials"", ""Free street parking"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Cooking basics"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm"", ""Ethernet connection""]";136.0;1;180;1.0;1.0;180.0;180.0;1.0;180.0;True;19;33;50;271;"2021-04-22";25;25;4;"2020-11-29";"2021-04-12";97.0;10.0;10.0;10.0;10.0;10.0;10.0;False;2;2;0;0;5.17;"Boston"
46237969;"https://www.airbnb.com/rooms/46237969";20210420194355;"2021-04-21";"Cozy  Mission Hill Apartment - Room A";"https://a0.muscache.com/pictures/1c112b56-d6bb-4d4a-b624-d49400a3807c.jpg";373050156;"https://www.airbnb.com/users/show/373050156";"2020-10-23";74.0;18.0;False;1.0;1.0;"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']";True;True;"Mission Hill";42.33382;-71.11099;"Private room in house";"Private room";1;"1 shared bath";1.0;1.0;"[""Keypad"", ""Washer"", ""Kitchen"", ""Wifi"", ""Heating"", ""Smoke alarm"", ""Long term stays allowed"", ""Dryer""]";55.0;120;1125;120.0;120.0;1125.0;1125.0;120.0;1125.0;True;23;53;83;358;"2021-04-21";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;6;0;6;0;0.0;"Boston"
46241939;"https://www.airbnb.com/rooms/46241939";20210420194355;"2021-04-20";"Sunlit 2BR in South End, Comfort & elegance to WFH";"https://a0.muscache.com/pictures/bcb96af9-a090-494e-bc96-56a0e4a7c2d3.jpg";2808759;"https://www.airbnb.com/users/show/2808759";"2012-07-02";100.0;67.0;False;0.0;0.0;"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']";True;True;"South End";42.33929;-71.07687;"Entire apartment";"Entire home/apt";4;"1 bath";2.0;2.0;"[""Dishwasher"", ""Dryer"", ""Long term stays allowed"", ""Shower gel"", ""Air conditioning"", ""Hair dryer"", ""TV"", ""Dedicated workspace"", ""Bathtub"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Wifi"", ""Coffee maker"", ""Refrigerator"", ""Dishes and silverware"", ""Baking sheet"", ""Hangers"", ""Washer"", ""Heating"", ""Cooking basics"", ""Kitchen"", ""Stove"", ""Shampoo"", ""Microwave"", ""Bed linens"", ""Carbon monoxide alarm""]";125.0;29;1125;29.0;29.0;1125.0;1125.0;29.0;1125.0;True;0;0;0;0;"2021-04-20";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1;1;0;0;0.0;"Boston"
46243149;"https://www.airbnb.com/rooms/46243149";20210420194355;"2021-04-21";"Live + Work + Stay + Easy | 1BR in Boston";"https://a0.muscache.com/pictures/a4re/floorplan-25380-production/a136ad31-9927-4898-85aa-17791a6f2f30.jpeg";359229620;"https://www.airbnb.com/users/show/359229620";"2020-07-29";98.0;86.0;False;1185.0;1185.0;"['email', 'phone']";True;True;"Dorchester";42.32468;-71.06231;"Entire serviced apartment";"Entire home/apt";3;"1 bath";1.0;1.0;"[""Washer"", ""Refrigerator"", ""Iron"", ""Wifi"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Microwave"", ""Lockbox"", ""Shampoo"", ""Hot water"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Private entrance"", ""Essentials"", ""Coffee maker"", ""Stove"", ""Oven"", ""Hangers"", ""Shower gel"", ""Cooking basics"", ""Dryer"", ""Baking sheet"", ""Dedicated workspace"", ""Bed linens"", ""Kitchen"", ""Dishes and silverware"", ""Gym"", ""Smoke alarm"", ""Pool""]";178.0;91;365;91.0;91.0;365.0;365.0;91.0;365.0;True;25;55;85;360;"2021-04-21";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;152;152;0;0;0.0;"Boston"
46262662;"https://www.airbnb.com/rooms/46262662";20210420194355;"2021-04-21";"BOSTON MARATHON FINISH LINE - CORPORATE ONLY";"https://a0.muscache.com/pictures/e9a561f0-e369-46aa-ab0f-764c9909e005.jpg";118162851;"https://www.airbnb.com/users/show/118162851";"2017-02-26";100.0;100.0;True;3.0;3.0;"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']";True;True;"Back Bay";42.35089;-71.07978;"Entire apartment";"Entire home/apt";4;"2 baths";2.0;2.0;"[""Washer"", ""Dishwasher"", ""Fire extinguisher"", ""Refrigerator"", ""Hot tub"", ""Patio or balcony"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Extra pillows and blankets"", ""Microwave"", ""Air conditioning"", ""Backyard"", ""Hot water"", ""First aid kit"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Private entrance"", ""Essentials"", ""Coffee maker"", ""Stove"", ""Oven"", ""Elevator"", ""Hangers"", ""Cooking basics"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm""]";2000.0;10;90;10.0;10.0;1125.0;1125.0;10.0;1125.0;True;0;0;0;47;"2021-04-21";1;1;0;"2020-11-23";"2020-11-23";100.0;10.0;10.0;10.0;10.0;10.0;10.0;True;2;2;0;0;0.2;"Boston"
46262706;"https://www.airbnb.com/rooms/46262706";20210420194355;"2021-04-22";"Luxury Boston Apartment";"https://a0.muscache.com/pictures/af2b25df-6946-439c-9049-80de5dc8955f.jpg";158837906;"https://www.airbnb.com/users/show/158837906";"2017-11-15";94.0;91.0;False;7.0;7.0;"['email', 'phone', 'offline_government_id', 'government_id']";True;True;"Jamaica Plain";42.32778;-71.1125;"Entire apartment";"Entire home/apt";4;"2 baths";2.0;3.0;"[""Shampoo"", ""Washer"", ""Air conditioning"", ""Essentials"", ""Kitchen"", ""Long term stays allowed"", ""Gym"", ""Iron"", ""Heating"", ""Smoke alarm"", ""Wifi"", ""Free parking on premises"", ""Hangers"", ""Hair dryer"", ""Pool"", ""TV"", ""Dryer""]";455.0;29;1125;29.0;29.0;1125.0;1125.0;29.0;1125.0;True;30;60;90;365;"2021-04-22";1;1;0;"2021-01-03";"2021-01-03";80.0;8.0;8.0;8.0;10.0;10.0;8.0;False;7;7;0;0;0.27;"Boston"
46275512;"https://www.airbnb.com/rooms/46275512";20210420194355;"2021-04-22";"Incredible apartment home | 2 BR in Boston";"https://a0.muscache.com/pictures/a4re/floorplan-15906-production/7267159.JPG";359229620;"https://www.airbnb.com/users/show/359229620";"2020-07-29";98.0;86.0;False;1185.0;1185.0;"['email', 'phone']";True;True;"Downtown";42.35389;-71.05299;"Entire serviced apartment";"Entire home/apt";5;"2 baths";2.0;2.0;"[""Washer"", ""Refrigerator"", ""Iron"", ""Wifi"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Microwave"", ""Lockbox"", ""Shampoo"", ""Hot water"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Private entrance"", ""Essentials"", ""Coffee maker"", ""Stove"", ""Oven"", ""Elevator"", ""Hangers"", ""Shower gel"", ""Cooking basics"", ""Dryer"", ""Baking sheet"", ""Dedicated workspace"", ""Bed linens"", ""Kitchen"", ""Dishes and silverware"", ""Gym"", ""Smoke alarm""]";235.0;91;365;91.0;91.0;365.0;365.0;91.0;365.0;True;26;56;86;361;"2021-04-22";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;152;152;0;0;0.0;"Boston"
46326658;"https://www.airbnb.com/rooms/46326658";20210420194355;"2021-04-21";"Beautiful 1 Bedroom Apartment with Rooftop Access";"https://a0.muscache.com/pictures/prohost-api/Hosting-46326658/original/477abd7e-2769-4644-9cd6-f5a1d0a6870c.jpeg";22541573;"https://www.airbnb.com/users/show/22541573";"1900-01-01";0.0;0.0;False;0.0;0.0;"None";False;False;"Fenway";42.34348;-71.08758;"Entire apartment";"Entire home/apt";3;"1 bath";1.0;1.0;"[""Washer"", ""Dishwasher"", ""Refrigerator"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Essentials"", ""Coffee maker"", ""Stove"", ""Oven"", ""Hangers"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Gym"", ""Smoke alarm""]";150.0;32;270;32.0;32.0;1125.0;1125.0;32.0;1125.0;True;30;60;90;360;"2021-04-21";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;17;17;0;0;0.0;"Boston"
